name,region,variety,rating,notes
Abeja Cabernet Sauvignon 2013,"Columbia Valley, Washington",Red Wine,92,"This is a beautiful, expressive, balanced Cabernet Sauvignon. Blackberry, black cherry, and blueberry, characters come together with nice weight and pretty notes of vanilla bean. Hints of cinnamon stick, dark earth, and pine sap add depth and complexity to a proper amount of fruit. This wine has an extra-silky texture on the palate, with refined tannins. The continuity from the nose to the mouth and all the way through the long finish is exactly what Abeja works so hard to create in all of their wines. It has an ideal combination of acid, tannin, and structure for excellent aging potential."
Abeja Cabernet Sauvignon 2014,"Columbia Valley, Washington",Red Wine,92,"This Cabernet is stylish, elegant, and impeccably balanced. This is accomplished through meticulous viticultural management, utilization of a rare sorting system, gentle handling of the fruit and the wine, customized practices for every lot no matter how small, and carefully selected French oak."
Abeja Chardonnay 2015,Washington,White Wine,90,A Chardonnay with elegance and richness that is balanced with nice acidity makes it an excellent companion to food.
Abeja Chardonnay 2014,Washington,White Wine,93,A Chardonnay with elegance and richness that is balanced with nice acidity makes it an excellent companion to food.
Abeja Merlot 2014,"Columbia Valley, Washington",Red Wine,90,"This classic varietty is perfectly suited for special growing areas of Washington State, and while it blends beautifully with Cabernet Sauvignon, it has the quality and character to stand firmly on its own. It is a pure, lush, classic Merlot with a special intensity that comes with Washington State fruit."
Aberrant Cellars Carpe Noctem Pinot Noir 2011,"Willamette Valley, Oregon",Red Wine,94,"There are some activities which simply seem better suited for when darkness falls and our animal spirits are once again awakened from daytime temperance...in addition to those, savoring this provocative wine should be placed toward the top of the list. As the name of this wine suggests, one can easily get lost in its magnitude[much like the night, itself]- deep, sensuous, structured and carnal, yet graceful enough to walk the high-wire of balance. Sadly, attributes such as these are fleeting and nature will only provide a tiny bounty in which to offer such rare qualities- such is wine as in life. So for those up to the task, carpe diem and then, Carpe Noctem!"
Abremundos Uco Valley Octava Bassa Malbec 2014,"Uco Valley, Mendoza, Argentina",Red Wine,91,"Sensuality that is reminiscent of the richness of the low registers Born of two creators motivated by interlaced passions: Marcelo Pelleriti, winemaker and musician Pedro Aznar, musician and sommelier."
Abreu Vineyards Cappella 2006,"Napa Valley, California",Red Wine,94,"Cappella is a proprietary blend of two clones of Cabernet Sauvignon with Cabernet Franc, Petit Verdot and Merlot. The gravelly soil at Cappella produces fruit that is very elegant in structure. The resulting wine exhibits beautiful purity of fruit with fine grained and lengthy tannins. "
Abreu Vineyards Cappella 2007,"Napa Valley, California",Red Wine,96,"Cappella is a proprietary blend of two clones of Cabernet Sauvignon with Cabernet Franc, Petit Verdot and Merlot. The gravelly soil at Cappella produces fruit that is very elegant in structure. The resulting wine exhibits beautiful purity of fruit with fine grained and lengthy tannins. "
Abreu Vineyards Cappella 2010,"Napa Valley, California",Red Wine,98,"Cappella is one of the oldest vineyard sites in St. Helena. Six acres that sit alongside a Catholic cemetery on the west side of town, it was first planted in 1869. In the 1980s the church asked David to tear out the old vines, then he watched as the land lay fallow for close to two decades. When he finally got the chance to replant, he jumped. He'd tasted fruit from Cappella in the 70s. He knew what kind of wine it could make. But that first replant was ill-fated thanks to diseased rootstock, and once again he was ripping out vines. ¡°It took us six years before we had a crop. We could have ignored it, pulled the vines out one by one as they collapsed. But then we'd have all these different ripening patterns, which would impact consistency. It was an easy decision.¡±"
Abreu Vineyards Howell Mountain 2008,"Howell Mountain, Napa Valley, California",Red Wine,96,"When David purchased this Howell Mountain property in 2000 it came with an unexpected perk: first growth redwood stakes dating back over a century. Relics of an earlier era of agriculture. ¡°When the college owned this site they'd burn all the underbrush, including the stakes, to keep it clean. When I came in we found them and set them all aside,¡± he says. At about 2000 feet elevation, Las Posadas sits above the fog line, surrounded by a protected forest of fir and pine. Red Aiken soils are layered over white tufa, and the rocks that littered the site before it was planted now form walls defining the property. The redwood stakes?collected, stacked, preserved?await their next life."
Abreu Vineyards Howell Mountain 2009,"Howell Mountain, Napa Valley, California",Red Wine,98,"As a set of wines, it is hard to surpass the four cuvees from the estate vineyards of David Abreu. As I have written many times in the past, all of these wines are truly world-class efforts that stand alongside proprietary red wines made from Bordeaux varietals from any appellation in the world. "
Abreu Vineyards Las Posadas Howell Mountain 2012,"Howell Mountain, Napa Valley, California",Red Wine,99,"At about 2000 feet elevation, Las Posadas sits above the fog line, surrounded by a protected forest of fir and pine. Red Aiken soils are layered over white tufa, and the rocks that littered the site before it was planted now form walls defining the property."
Abreu Vineyards Madrona Ranch 1993,"Napa Valley, California",Red Wine,96,Abreu Madrona Ranch is a blend of Cabernet Sauvignon and Cabernet Franc with accents of Merlot and Petit Verdot. The wine is aged in 100% new French oak for two years and receives an addition two years of bottle age prior to release.
Abreu Vineyards Madrona Ranch 1996,"Napa Valley, California",Red Wine,98,Abreu Madrona Ranch is a blend of Cabernet Sauvignon and Cabernet Franc with accents of Merlot and Petit Verdot. The wine is aged in 100% new French oak for two years and receives an addition two years of bottle age prior to release.
Abreu Vineyards Madrona Ranch 2000,"Napa Valley, California",Red Wine,92,Abreu Madrona Ranch is a blend of Cabernet Sauvignon and Cabernet Franc with accents of Merlot and Petit Verdot. The wine is aged in 100% new French oak for two years and receives an addition two years of bottle age prior to release. 
Abreu Vineyards Madrona Ranch 2003,"Napa Valley, California",Red Wine,96,Abreu Madrona Ranch is a blend of Cabernet Sauvignon and Cabernet Franc with accents of Merlot and Petit Verdot. The wine is aged in 100% new French oak for two years. The wine receives an addition two years of bottle age prior to release.
Abreu Vineyards Madrona Ranch 2004,"Napa Valley, California",Red Wine,96,Abreu Madrona Ranch is a blend of Cabernet Sauvignon and Cabernet Franc with accents of Merlot and Petit Verdot. The wine is aged in 100% new French oak for two years. The wine receives an addition two years of bottle age prior to release.
Abreu Vineyards Madrona Ranch 2005,"Napa Valley, California",Red Wine,98,Abreu Madrona Ranch is a blend of Cabernet Sauvignon and Cabernet Franc with accents of Merlot and Petit Verdot. The wine is aged in 100% new French oak for two years. The wine receives an addition two years of bottle age prior to release.
Abreu Vineyards Thorevilos 2004,"Napa Valley, California",Red Wine,95,"The blend for this cuvee is generally an intriguing combination of Cabernet Sauvignon, Cabernet Franc and the rest Petit Verdot with just a tiny dollop of Merlot. "
Abreu Vineyards Thorevilos 2009,"Napa Valley, California",Red Wine,98,"The blend for this cuvee is generally an intriguing combination of Cabernet Sauvignon, Cabernet Franc and the rest Petit Verdot with just a tiny dollop of Merlot. "
Abreu Vineyards Thorevilos 2012,"Napa Valley, California",Red Wine,99,"Sitting 800 feet above the valley floor, wedged between the St. Helena and Howell Mountain AVAs, Thorevilos doesn't belong to any sub-appellation. ¡°It's an outlier,¡± David says. When the AVA boundaries were being determined, he could have argued to have it included. ¡°But it wouldn't have made any difference to the vineyard. Or the wine.¡±"
Abreu Vineyards Thorevilos 2014,"Napa Valley, California",Red Wine,97,"Sitting 800 feet above the valley floor, wedged between the St. Helena and Howell Mountain AVAs, Thorevilos doesn't belong to any sub-appellation. ""It's an outlier,¡± David says. When the AVA boundaries were being determined, he could have argued to have it included. ¡°But it wouldn't have made any difference to the vineyard. Or the wine."""
Abrigo Giovanni Barolo Ravera 2015,"Barolo, Piedmont, Italy",Red Wine,90,"Intense ruby red color, elegant perfumes of subtle rose flowers shows up at the opening followed by intense scents of berries. Bodied at the mouth, agile and fresh, elevated by precise juicy tannins, of great prospective. Long lasting and persistent finale suggesting a great ageing potential. "
Abreu Vineyards Thorevilos 2015,"Napa Valley, California",Red Wine,97,"Thorevilos was one of David's favorite haunts as a child. There were no vines then. Just pine trees, redwoods, an old olive grove. And a rusted hog wire hanging from a tree?¡°Hook Man¡± in Abreu family lore. These days it's the dirt that engrosses him. White tufa that turns to fine powder when you grind it beneath your foot. Tannish soil peppered with orange-brown pebbles. Streaks of dry, red earth. Sitting 800 feet above the valley floor, wedged between the St. Helena and Howell Mountain AVAs, Thorevilos doesn't belong to any sub-appellation. ¡°It's an outlier,¡± David says. When the AVA boundaries were being determined, he could have argued to have it included. ¡°But it wouldn't have made any difference to the vineyard. Or the wine.¡± "
